 0 1000 0,  0 -1000 0
 5.101e+06 992.286 0,  -5.101e+06 -992.286 0
 5.102e+06 992.284 0,  -5.102e+06 -992.284 0
 5.103e+06 992.283 0,  -5.103e+06 -992.283 0
 5.104e+06 992.281 0,  -5.104e+06 -992.281 0
 5.105e+06 992.28 0,  -5.105e+06 -992.28 0
 5.106e+06 992.278 0,  -5.106e+06 -992.278 0
 5.107e+06 992.277 0,  -5.107e+06 -992.277 0
 5.108e+06 992.275 0,  -5.108e+06 -992.275 0
 5.109e+06 992.274 0,  -5.109e+06 -992.274 0
 5.11e+06 992.272 0,  -5.11e+06 -992.272 0
 5.111e+06 992.271 0,  -5.111e+06 -992.271 0
 5.112e+06 992.269 0,  -5.112e+06 -992.269 0
 5.113e+06 992.268 0,  -5.113e+06 -992.268 0
 5.114e+06 992.266 0,  -5.114e+06 -992.266 0
 5.115e+06 992.265 0,  -5.115e+06 -992.265 0
 5.116e+06 992.263 0,  -5.116e+06 -992.263 0
 5.117e+06 992.262 0,  -5.117e+06 -992.262 0
 5.118e+06 992.26 0,  -5.118e+06 -992.26 0
 5.119e+06 992.259 0,  -5.119e+06 -992.259 0
 5.12e+06 992.257 0,  -5.12e+06 -992.257 0
 5.121e+06 992.256 0,  -5.121e+06 -992.256 0
 5.122e+06 992.254 0,  -5.122e+06 -992.254 0
 5.123e+06 992.253 0,  -5.123e+06 -992.253 0
 5.124e+06 992.251 0,  -5.124e+06 -992.251 0
 5.125e+06 992.25 0,  -5.125e+06 -992.25 0
 5.126e+06 992.248 0,  -5.126e+06 -992.248 0
 5.127e+06 992.247 0,  -5.127e+06 -992.247 0
 5.128e+06 992.245 0,  -5.128e+06 -992.245 0
 5.129e+06 992.244 0,  -5.129e+06 -992.244 0
 5.13e+06 992.242 0,  -5.13e+06 -992.242 0
 5.131e+06 992.241 0,  -5.131e+06 -992.241 0
 5.132e+06 992.239 0,  -5.132e+06 -992.239 0
 5.133e+06 992.238 0,  -5.133e+06 -992.238 0
 5.134e+06 992.236 0,  -5.134e+06 -992.236 0
 5.135e+06 992.235 0,  -5.135e+06 -992.235 0
 5.136e+06 992.233 0,  -5.136e+06 -992.233 0
 5.137e+06 992.232 0,  -5.137e+06 -992.232 0
 5.138e+06 992.23 0,  -5.138e+06 -992.23 0
 5.139e+06 992.228 0,  -5.139e+06 -992.228 0
 5.14e+06 992.227 0,  -5.14e+06 -992.227 0
 5.141e+06 992.225 0,  -5.141e+06 -992.225 0
 5.142e+06 992.224 0,  -5.142e+06 -992.224 0
 5.143e+06 992.222 0,  -5.143e+06 -992.222 0
 5.144e+06 992.221 0,  -5.144e+06 -992.221 0
 5.145e+06 992.219 0,  -5.145e+06 -992.219 0
 5.146e+06 992.218 0,  -5.146e+06 -992.218 0
 5.147e+06 992.216 0,  -5.147e+06 -992.216 0
 5.148e+06 992.215 0,  -5.148e+06 -992.215 0
 5.149e+06 992.213 0,  -5.149e+06 -992.213 0
 5.15e+06 992.212 0,  -5.15e+06 -992.212 0
 5.151e+06 992.21 0,  -5.151e+06 -992.21 0
 5.152e+06 992.209 0,  -5.152e+06 -992.209 0
 5.153e+06 992.207 0,  -5.153e+06 -992.207 0
 5.154e+06 992.206 0,  -5.154e+06 -992.206 0
 5.155e+06 992.204 0,  -5.155e+06 -992.204 0
 5.156e+06 992.203 0,  -5.156e+06 -992.203 0
 5.157e+06 992.201 0,  -5.157e+06 -992.201 0
 5.158e+06 992.2 0,  -5.158e+06 -992.2 0
 5.159e+06 992.198 0,  -5.159e+06 -992.198 0
 5.16e+06 992.197 0,  -5.16e+06 -992.197 0
 5.161e+06 992.195 0,  -5.161e+06 -992.195 0
 5.162e+06 992.194 0,  -5.162e+06 -992.194 0
 5.163e+06 992.192 0,  -5.163e+06 -992.192 0
 5.164e+06 992.191 0,  -5.164e+06 -992.191 0
 5.165e+06 992.189 0,  -5.165e+06 -992.189 0
 5.166e+06 992.188 0,  -5.166e+06 -992.188 0
 5.167e+06 992.186 0,  -5.167e+06 -992.186 0
 5.168e+06 992.185 0,  -5.168e+06 -992.185 0
 5.169e+06 992.183 0,  -5.169e+06 -992.183 0
 5.17e+06 992.182 0,  -5.17e+06 -992.182 0
 5.171e+06 992.18 0,  -5.171e+06 -992.18 0
 5.172e+06 992.179 0,  -5.172e+06 -992.179 0
 5.173e+06 992.177 0,  -5.173e+06 -992.177 0
 5.174e+06 992.176 0,  -5.174e+06 -992.176 0
 5.175e+06 992.174 0,  -5.175e+06 -992.174 0
 5.176e+06 992.173 0,  -5.176e+06 -992.173 0
 5.177e+06 992.171 0,  -5.177e+06 -992.171 0
 5.178e+06 992.17 0,  -5.178e+06 -992.17 0
 5.179e+06 992.168 0,  -5.179e+06 -992.168 0
 5.18e+06 992.166 0,  -5.18e+06 -992.166 0
 5.181e+06 992.165 0,  -5.181e+06 -992.165 0
 5.182e+06 992.163 0,  -5.182e+06 -992.163 0
 5.183e+06 992.162 0,  -5.183e+06 -992.162 0
 5.184e+06 992.16 0,  -5.184e+06 -992.16 0
 5.185e+06 992.159 0,  -5.185e+06 -992.159 0
 5.186e+06 992.157 0,  -5.186e+06 -992.157 0
 5.187e+06 992.156 0,  -5.187e+06 -992.156 0
 5.188e+06 992.154 0,  -5.188e+06 -992.154 0
 5.189e+06 992.153 0,  -5.189e+06 -992.153 0
 5.19e+06 992.151 0,  -5.19e+06 -992.151 0
 5.191e+06 992.15 0,  -5.191e+06 -992.15 0
 5.192e+06 992.148 0,  -5.192e+06 -992.148 0
 5.193e+06 992.147 0,  -5.193e+06 -992.147 0
 5.194e+06 992.145 0,  -5.194e+06 -992.145 0
 5.195e+06 992.144 0,  -5.195e+06 -992.144 0
 5.196e+06 992.142 0,  -5.196e+06 -992.142 0
 5.197e+06 992.141 0,  -5.197e+06 -992.141 0
 5.198e+06 992.139 0,  -5.198e+06 -992.139 0
 5.199e+06 992.138 0,  -5.199e+06 -992.138 0
 5.2e+06 992.136 0,  -5.2e+06 -992.136 0
 5.201e+06 992.135 0,  -5.201e+06 -992.135 0
 5.202e+06 992.133 0,  -5.202e+06 -992.133 0
 5.203e+06 992.132 0,  -5.203e+06 -992.132 0
 5.204e+06 992.13 0,  -5.204e+06 -992.13 0
 5.205e+06 992.129 0,  -5.205e+06 -992.129 0
 5.206e+06 992.127 0,  -5.206e+06 -992.127 0
 5.207e+06 992.126 0,  -5.207e+06 -992.126 0
 5.208e+06 992.124 0,  -5.208e+06 -992.124 0
 5.209e+06 992.123 0,  -5.209e+06 -992.123 0
 5.21e+06 992.121 0,  -5.21e+06 -992.121 0
 5.211e+06 992.12 0,  -5.211e+06 -992.12 0
 5.212e+06 992.118 0,  -5.212e+06 -992.118 0
 5.213e+06 992.117 0,  -5.213e+06 -992.117 0
 5.214e+06 992.115 0,  -5.214e+06 -992.115 0
 5.215e+06 992.114 0,  -5.215e+06 -992.114 0
 5.216e+06 992.112 0,  -5.216e+06 -992.112 0
 5.217e+06 992.111 0,  -5.217e+06 -992.111 0
 5.218e+06 992.109 0,  -5.218e+06 -992.109 0
 5.219e+06 992.108 0,  -5.219e+06 -992.108 0
 5.22e+06 992.106 0,  -5.22e+06 -992.106 0
 5.221e+06 992.104 0,  -5.221e+06 -992.104 0
 5.222e+06 992.103 0,  -5.222e+06 -992.103 0
 5.223e+06 992.101 0,  -5.223e+06 -992.101 0
 5.224e+06 992.1 0,  -5.224e+06 -992.1 0
 5.225e+06 992.098 0,  -5.225e+06 -992.098 0
 5.226e+06 992.097 0,  -5.226e+06 -992.097 0
 5.227e+06 992.095 0,  -5.227e+06 -992.095 0
 5.228e+06 992.094 0,  -5.228e+06 -992.094 0
 5.229e+06 992.092 0,  -5.229e+06 -992.092 0
 5.23e+06 992.091 0,  -5.23e+06 -992.091 0
 5.231e+06 992.089 0,  -5.231e+06 -992.089 0
 5.232e+06 992.088 0,  -5.232e+06 -992.088 0
 5.233e+06 992.086 0,  -5.233e+06 -992.086 0
 5.234e+06 992.085 0,  -5.234e+06 -992.085 0
 5.235e+06 992.083 0,  -5.235e+06 -992.083 0
 5.236e+06 992.082 0,  -5.236e+06 -992.082 0
 5.237e+06 992.08 0,  -5.237e+06 -992.08 0
 5.238e+06 992.079 0,  -5.238e+06 -992.079 0
 5.239e+06 992.077 0,  -5.239e+06 -992.077 0
 5.24e+06 992.076 0,  -5.24e+06 -992.076 0
 5.241e+06 992.074 0,  -5.241e+06 -992.074 0
 5.242e+06 992.073 0,  -5.242e+06 -992.073 0
 5.243e+06 992.071 0,  -5.243e+06 -992.071 0
 5.244e+06 992.07 0,  -5.244e+06 -992.07 0
 5.245e+06 992.068 0,  -5.245e+06 -992.068 0
 5.246e+06 992.067 0,  -5.246e+06 -992.067 0
 5.247e+06 992.065 0,  -5.247e+06 -992.065 0
 5.248e+06 992.064 0,  -5.248e+06 -992.064 0
 5.249e+06 992.062 0,  -5.249e+06 -992.062 0
 5.25e+06 992.061 0,  -5.25e+06 -992.061 0
 5.251e+06 992.059 0,  -5.251e+06 -992.059 0
 5.252e+06 992.058 0,  -5.252e+06 -992.058 0
 5.253e+06 992.056 0,  -5.253e+06 -992.056 0
 5.254e+06 992.055 0,  -5.254e+06 -992.055 0
 5.255e+06 992.053 0,  -5.255e+06 -992.053 0
 5.256e+06 992.052 0,  -5.256e+06 -992.052 0
 5.257e+06 992.05 0,  -5.257e+06 -992.05 0
 5.258e+06 992.049 0,  -5.258e+06 -992.049 0
 5.259e+06 992.047 0,  -5.259e+06 -992.047 0
 5.26e+06 992.045 0,  -5.26e+06 -992.045 0
 5.261e+06 992.044 0,  -5.261e+06 -992.044 0
 5.262e+06 992.042 0,  -5.262e+06 -992.042 0
 5.263e+06 992.041 0,  -5.263e+06 -992.041 0
 5.264e+06 992.039 0,  -5.264e+06 -992.039 0
 5.265e+06 992.038 0,  -5.265e+06 -992.038 0
 5.266e+06 992.036 0,  -5.266e+06 -992.036 0
 5.267e+06 992.035 0,  -5.267e+06 -992.035 0
 5.268e+06 992.033 0,  -5.268e+06 -992.033 0
 5.269e+06 992.032 0,  -5.269e+06 -992.032 0
 5.27e+06 992.03 0,  -5.27e+06 -992.03 0
 5.271e+06 992.029 0,  -5.271e+06 -992.029 0
 5.272e+06 992.027 0,  -5.272e+06 -992.027 0
 5.273e+06 992.026 0,  -5.273e+06 -992.026 0
 5.274e+06 992.024 0,  -5.274e+06 -992.024 0
 5.275e+06 992.023 0,  -5.275e+06 -992.023 0
 5.276e+06 992.021 0,  -5.276e+06 -992.021 0
 5.277e+06 992.02 0,  -5.277e+06 -992.02 0
 5.278e+06 992.018 0,  -5.278e+06 -992.018 0
 5.279e+06 992.017 0,  -5.279e+06 -992.017 0
 5.28e+06 992.015 0,  -5.28e+06 -992.015 0
 5.281e+06 992.014 0,  -5.281e+06 -992.014 0
 5.282e+06 992.012 0,  -5.282e+06 -992.012 0
 5.283e+06 992.011 0,  -5.283e+06 -992.011 0
 5.284e+06 992.009 0,  -5.284e+06 -992.009 0
 5.285e+06 992.008 0,  -5.285e+06 -992.008 0
 5.286e+06 992.006 0,  -5.286e+06 -992.006 0
 5.287e+06 992.005 0,  -5.287e+06 -992.005 0
 5.288e+06 992.003 0,  -5.288e+06 -992.003 0
 5.289e+06 992.002 0,  -5.289e+06 -992.002 0
 5.29e+06 992 0,  -5.29e+06 -992 0
 5.291e+06 991.999 0,  -5.291e+06 -991.999 0
 5.292e+06 991.997 0,  -5.292e+06 -991.997 0
 5.293e+06 991.996 0,  -5.293e+06 -991.996 0
 5.294e+06 991.994 0,  -5.294e+06 -991.994 0
 5.295e+06 991.993 0,  -5.295e+06 -991.993 0
 5.296e+06 991.991 0,  -5.296e+06 -991.991 0
 5.297e+06 991.99 0,  -5.297e+06 -991.99 0
 5.298e+06 991.988 0,  -5.298e+06 -991.988 0
 5.299e+06 991.987 0,  -5.299e+06 -991.987 0
 5.3e+06 991.985 0,  -5.3e+06 -991.985 0
 5.301e+06 991.983 0,  -5.301e+06 -991.983 0
 5.302e+06 991.982 0,  -5.302e+06 -991.982 0
 5.303e+06 991.98 0,  -5.303e+06 -991.98 0
 5.304e+06 991.979 0,  -5.304e+06 -991.979 0
 5.305e+06 991.977 0,  -5.305e+06 -991.977 0
 5.306e+06 991.976 0,  -5.306e+06 -991.976 0
 5.307e+06 991.974 0,  -5.307e+06 -991.974 0
 5.308e+06 991.973 0,  -5.308e+06 -991.973 0
 5.309e+06 991.971 0,  -5.309e+06 -991.971 0
 5.31e+06 991.97 0,  -5.31e+06 -991.97 0
 5.311e+06 991.968 0,  -5.311e+06 -991.968 0
 5.312e+06 991.967 0,  -5.312e+06 -991.967 0
 5.313e+06 991.965 0,  -5.313e+06 -991.965 0
 5.314e+06 991.964 0,  -5.314e+06 -991.964 0
 5.315e+06 991.962 0,  -5.315e+06 -991.962 0
 5.316e+06 991.961 0,  -5.316e+06 -991.961 0
 5.317e+06 991.959 0,  -5.317e+06 -991.959 0
 5.318e+06 991.958 0,  -5.318e+06 -991.958 0
 5.319e+06 991.956 0,  -5.319e+06 -991.956 0
 5.32e+06 991.955 0,  -5.32e+06 -991.955 0
 5.321e+06 991.953 0,  -5.321e+06 -991.953 0
 5.322e+06 991.952 0,  -5.322e+06 -991.952 0
 5.323e+06 991.95 0,  -5.323e+06 -991.95 0
 5.324e+06 991.949 0,  -5.324e+06 -991.949 0
 5.325e+06 991.947 0,  -5.325e+06 -991.947 0
 5.326e+06 991.946 0,  -5.326e+06 -991.946 0
 5.327e+06 991.944 0,  -5.327e+06 -991.944 0
 5.328e+06 991.943 0,  -5.328e+06 -991.943 0
 5.329e+06 991.941 0,  -5.329e+06 -991.941 0
 5.33e+06 991.94 0,  -5.33e+06 -991.94 0
 5.331e+06 991.938 0,  -5.331e+06 -991.938 0
 5.332e+06 991.937 0,  -5.332e+06 -991.937 0
 5.333e+06 991.935 0,  -5.333e+06 -991.935 0
 5.334e+06 991.934 0,  -5.334e+06 -991.934 0
 5.335e+06 991.932 0,  -5.335e+06 -991.932 0
 5.336e+06 991.931 0,  -5.336e+06 -991.931 0
 5.337e+06 991.929 0,  -5.337e+06 -991.929 0
 5.338e+06 991.928 0,  -5.338e+06 -991.928 0
 5.339e+06 991.926 0,  -5.339e+06 -991.926 0
 5.34e+06 991.924 0,  -5.34e+06 -991.924 0
 5.341e+06 991.923 0,  -5.341e+06 -991.923 0
 5.342e+06 991.921 0,  -5.342e+06 -991.921 0
 5.343e+06 991.92 0,  -5.343e+06 -991.92 0
 5.344e+06 991.918 0,  -5.344e+06 -991.918 0
 5.345e+06 991.917 0,  -5.345e+06 -991.917 0
 5.346e+06 991.915 0,  -5.346e+06 -991.915 0
 5.347e+06 991.914 0,  -5.347e+06 -991.914 0
 5.348e+06 991.912 0,  -5.348e+06 -991.912 0
 5.349e+06 991.911 0,  -5.349e+06 -991.911 0
 5.35e+06 991.909 0,  -5.35e+06 -991.909 0
 5.351e+06 991.908 0,  -5.351e+06 -991.908 0
 5.352e+06 991.906 0,  -5.352e+06 -991.906 0
 5.353e+06 991.905 0,  -5.353e+06 -991.905 0
 5.354e+06 991.903 0,  -5.354e+06 -991.903 0
 5.355e+06 991.902 0,  -5.355e+06 -991.902 0
 5.356e+06 991.9 0,  -5.356e+06 -991.9 0
 5.357e+06 991.899 0,  -5.357e+06 -991.899 0
 5.358e+06 991.897 0,  -5.358e+06 -991.897 0
 5.359e+06 991.896 0,  -5.359e+06 -991.896 0
 5.36e+06 991.894 0,  -5.36e+06 -991.894 0
 5.361e+06 991.893 0,  -5.361e+06 -991.893 0
 5.362e+06 991.891 0,  -5.362e+06 -991.891 0
 5.363e+06 991.89 0,  -5.363e+06 -991.89 0
 5.364e+06 991.888 0,  -5.364e+06 -991.888 0
 5.365e+06 991.887 0,  -5.365e+06 -991.887 0
 5.366e+06 991.885 0,  -5.366e+06 -991.885 0
 5.367e+06 991.884 0,  -5.367e+06 -991.884 0
 5.368e+06 991.882 0,  -5.368e+06 -991.882 0
 5.369e+06 991.881 0,  -5.369e+06 -991.881 0
 5.37e+06 991.879 0,  -5.37e+06 -991.879 0
 5.371e+06 991.878 0,  -5.371e+06 -991.878 0
 5.372e+06 991.876 0,  -5.372e+06 -991.876 0
 5.373e+06 991.875 0,  -5.373e+06 -991.875 0
 5.374e+06 991.873 0,  -5.374e+06 -991.873 0
 5.375e+06 991.872 0,  -5.375e+06 -991.872 0
 5.376e+06 991.87 0,  -5.376e+06 -991.87 0
 5.377e+06 991.869 0,  -5.377e+06 -991.869 0
 5.378e+06 991.867 0,  -5.378e+06 -991.867 0
 5.379e+06 991.866 0,  -5.379e+06 -991.866 0
 5.38e+06 991.864 0,  -5.38e+06 -991.864 0
 5.381e+06 991.862 0,  -5.381e+06 -991.862 0
 5.382e+06 991.861 0,  -5.382e+06 -991.861 0
 5.383e+06 991.859 0,  -5.383e+06 -991.859 0
 5.384e+06 991.858 0,  -5.384e+06 -991.858 0
 5.385e+06 991.856 0,  -5.385e+06 -991.856 0
 5.386e+06 991.855 0,  -5.386e+06 -991.855 0
 5.387e+06 991.853 0,  -5.387e+06 -991.853 0
 5.388e+06 991.852 0,  -5.388e+06 -991.852 0
 5.389e+06 991.85 0,  -5.389e+06 -991.85 0
 5.39e+06 991.849 0,  -5.39e+06 -991.849 0
 5.391e+06 991.847 0,  -5.391e+06 -991.847 0
 5.392e+06 991.846 0,  -5.392e+06 -991.846 0
 5.393e+06 991.844 0,  -5.393e+06 -991.844 0
 5.394e+06 991.843 0,  -5.394e+06 -991.843 0
 5.395e+06 991.841 0,  -5.395e+06 -991.841 0
 5.396e+06 991.84 0,  -5.396e+06 -991.84 0
 5.397e+06 991.838 0,  -5.397e+06 -991.838 0
 5.398e+06 991.837 0,  -5.398e+06 -991.837 0
 5.399e+06 991.835 0,  -5.399e+06 -991.835 0
 5.4e+06 991.834 0,  -5.4e+06 -991.834 0
 5.401e+06 991.832 0,  -5.401e+06 -991.832 0
 5.402e+06 991.831 0,  -5.402e+06 -991.831 0
 5.403e+06 991.829 0,  -5.403e+06 -991.829 0
 5.404e+06 991.828 0,  -5.404e+06 -991.828 0
 5.405e+06 991.826 0,  -5.405e+06 -991.826 0
 5.406e+06 991.825 0,  -5.406e+06 -991.825 0
 5.407e+06 991.823 0,  -5.407e+06 -991.823 0
 5.408e+06 991.822 0,  -5.408e+06 -991.822 0
 5.409e+06 991.82 0,  -5.409e+06 -991.82 0
 5.41e+06 991.819 0,  -5.41e+06 -991.819 0
 5.411e+06 991.817 0,  -5.411e+06 -991.817 0
 5.412e+06 991.816 0,  -5.412e+06 -991.816 0
 5.413e+06 991.814 0,  -5.413e+06 -991.814 0
 5.414e+06 991.813 0,  -5.414e+06 -991.813 0
 5.415e+06 991.811 0,  -5.415e+06 -991.811 0
 5.416e+06 991.81 0,  -5.416e+06 -991.81 0
 5.417e+06 991.808 0,  -5.417e+06 -991.808 0
 5.418e+06 991.807 0,  -5.418e+06 -991.807 0
 5.419e+06 991.805 0,  -5.419e+06 -991.805 0
 5.42e+06 991.804 0,  -5.42e+06 -991.804 0
 5.421e+06 991.802 0,  -5.421e+06 -991.802 0
 5.422e+06 991.8 0,  -5.422e+06 -991.8 0
 5.423e+06 991.799 0,  -5.423e+06 -991.799 0
 5.424e+06 991.797 0,  -5.424e+06 -991.797 0
 5.425e+06 991.796 0,  -5.425e+06 -991.796 0
 5.426e+06 991.794 0,  -5.426e+06 -991.794 0
 5.427e+06 991.793 0,  -5.427e+06 -991.793 0
 5.428e+06 991.791 0,  -5.428e+06 -991.791 0
 5.429e+06 991.79 0,  -5.429e+06 -991.79 0
 5.43e+06 991.788 0,  -5.43e+06 -991.788 0
 5.431e+06 991.787 0,  -5.431e+06 -991.787 0
 5.432e+06 991.785 0,  -5.432e+06 -991.785 0
 5.433e+06 991.784 0,  -5.433e+06 -991.784 0
 5.434e+06 991.782 0,  -5.434e+06 -991.782 0
 5.435e+06 991.781 0,  -5.435e+06 -991.781 0
 5.436e+06 991.779 0,  -5.436e+06 -991.779 0
 5.437e+06 991.778 0,  -5.437e+06 -991.778 0
 5.438e+06 991.776 0,  -5.438e+06 -991.776 0
 5.439e+06 991.775 0,  -5.439e+06 -991.775 0
 5.44e+06 991.773 0,  -5.44e+06 -991.773 0
 5.441e+06 991.772 0,  -5.441e+06 -991.772 0
 5.442e+06 991.77 0,  -5.442e+06 -991.77 0
 5.443e+06 991.769 0,  -5.443e+06 -991.769 0
 5.444e+06 991.767 0,  -5.444e+06 -991.767 0
 5.445e+06 991.766 0,  -5.445e+06 -991.766 0
 5.446e+06 991.764 0,  -5.446e+06 -991.764 0
 5.447e+06 991.763 0,  -5.447e+06 -991.763 0
 5.448e+06 991.761 0,  -5.448e+06 -991.761 0
 5.449e+06 991.76 0,  -5.449e+06 -991.76 0
 5.45e+06 991.758 0,  -5.45e+06 -991.758 0
 5.451e+06 991.757 0,  -5.451e+06 -991.757 0
 5.452e+06 991.755 0,  -5.452e+06 -991.755 0
 5.453e+06 991.754 0,  -5.453e+06 -991.754 0
 5.454e+06 991.752 0,  -5.454e+06 -991.752 0
 5.455e+06 991.751 0,  -5.455e+06 -991.751 0
 5.456e+06 991.749 0,  -5.456e+06 -991.749 0
 5.457e+06 991.748 0,  -5.457e+06 -991.748 0
 5.458e+06 991.746 0,  -5.458e+06 -991.746 0
 5.459e+06 991.745 0,  -5.459e+06 -991.745 0
 5.46e+06 991.743 0,  -5.46e+06 -991.743 0
 5.461e+06 991.741 0,  -5.461e+06 -991.741 0
 5.462e+06 991.74 0,  -5.462e+06 -991.74 0
 5.463e+06 991.738 0,  -5.463e+06 -991.738 0
 5.464e+06 991.737 0,  -5.464e+06 -991.737 0
 5.465e+06 991.735 0,  -5.465e+06 -991.735 0
 5.466e+06 991.734 0,  -5.466e+06 -991.734 0
 5.467e+06 991.732 0,  -5.467e+06 -991.732 0
 5.468e+06 991.731 0,  -5.468e+06 -991.731 0
 5.469e+06 991.729 0,  -5.469e+06 -991.729 0
 5.47e+06 991.728 0,  -5.47e+06 -991.728 0
 5.471e+06 991.726 0,  -5.471e+06 -991.726 0
 5.472e+06 991.725 0,  -5.472e+06 -991.725 0
 5.473e+06 991.723 0,  -5.473e+06 -991.723 0
 5.474e+06 991.722 0,  -5.474e+06 -991.722 0
 5.475e+06 991.72 0,  -5.475e+06 -991.72 0
 5.476e+06 991.719 0,  -5.476e+06 -991.719 0
 5.477e+06 991.717 0,  -5.477e+06 -991.717 0
 5.478e+06 991.716 0,  -5.478e+06 -991.716 0
 5.479e+06 991.714 0,  -5.479e+06 -991.714 0
 5.48e+06 991.713 0,  -5.48e+06 -991.713 0
 5.481e+06 991.711 0,  -5.481e+06 -991.711 0
 5.482e+06 991.71 0,  -5.482e+06 -991.71 0
 5.483e+06 991.708 0,  -5.483e+06 -991.708 0
 5.484e+06 991.707 0,  -5.484e+06 -991.707 0
 5.485e+06 991.705 0,  -5.485e+06 -991.705 0
 5.486e+06 991.704 0,  -5.486e+06 -991.704 0
 5.487e+06 991.702 0,  -5.487e+06 -991.702 0
 5.488e+06 991.701 0,  -5.488e+06 -991.701 0
 5.489e+06 991.699 0,  -5.489e+06 -991.699 0
 5.49e+06 991.698 0,  -5.49e+06 -991.698 0
 5.491e+06 991.696 0,  -5.491e+06 -991.696 0
 5.492e+06 991.695 0,  -5.492e+06 -991.695 0
 5.493e+06 991.693 0,  -5.493e+06 -991.693 0
 5.494e+06 991.692 0,  -5.494e+06 -991.692 0
 5.495e+06 991.69 0,  -5.495e+06 -991.69 0
 5.496e+06 991.689 0,  -5.496e+06 -991.689 0
 5.497e+06 991.687 0,  -5.497e+06 -991.687 0
 5.498e+06 991.686 0,  -5.498e+06 -991.686 0
 5.499e+06 991.684 0,  -5.499e+06 -991.684 0
 5.5e+06 991.683 0,  -5.5e+06 -991.683 0
 5.501e+06 991.681 0,  -5.501e+06 -991.681 0
 5.502e+06 991.679 0,  -5.502e+06 -991.679 0
 5.503e+06 991.678 0,  -5.503e+06 -991.678 0
 5.504e+06 991.676 0,  -5.504e+06 -991.676 0
 5.505e+06 991.675 0,  -5.505e+06 -991.675 0
 5.506e+06 991.673 0,  -5.506e+06 -991.673 0
 5.507e+06 991.672 0,  -5.507e+06 -991.672 0
 5.508e+06 991.67 0,  -5.508e+06 -991.67 0
 5.509e+06 991.669 0,  -5.509e+06 -991.669 0
 5.51e+06 991.667 0,  -5.51e+06 -991.667 0
 5.511e+06 991.666 0,  -5.511e+06 -991.666 0
 5.512e+06 991.664 0,  -5.512e+06 -991.664 0
 5.513e+06 991.663 0,  -5.513e+06 -991.663 0
 5.514e+06 991.661 0,  -5.514e+06 -991.661 0
 5.515e+06 991.66 0,  -5.515e+06 -991.66 0
 5.516e+06 991.658 0,  -5.516e+06 -991.658 0
 5.517e+06 991.657 0,  -5.517e+06 -991.657 0
 5.518e+06 991.655 0,  -5.518e+06 -991.655 0
 5.519e+06 991.654 0,  -5.519e+06 -991.654 0
 5.52e+06 991.652 0,  -5.52e+06 -991.652 0
 5.521e+06 991.651 0,  -5.521e+06 -991.651 0
 5.522e+06 991.649 0,  -5.522e+06 -991.649 0
 5.523e+06 991.648 0,  -5.523e+06 -991.648 0
 5.524e+06 991.646 0,  -5.524e+06 -991.646 0
 5.525e+06 991.645 0,  -5.525e+06 -991.645 0
 5.526e+06 991.643 0,  -5.526e+06 -991.643 0
 5.527e+06 991.642 0,  -5.527e+06 -991.642 0
 5.528e+06 991.64 0,  -5.528e+06 -991.64 0
 5.529e+06 991.639 0,  -5.529e+06 -991.639 0
 5.53e+06 991.637 0,  -5.53e+06 -991.637 0
 5.531e+06 991.636 0,  -5.531e+06 -991.636 0
 5.532e+06 991.634 0,  -5.532e+06 -991.634 0
 5.533e+06 991.633 0,  -5.533e+06 -991.633 0
 5.534e+06 991.631 0,  -5.534e+06 -991.631 0
 5.535e+06 991.63 0,  -5.535e+06 -991.63 0
 5.536e+06 991.628 0,  -5.536e+06 -991.628 0
 5.537e+06 991.627 0,  -5.537e+06 -991.627 0
 5.538e+06 991.625 0,  -5.538e+06 -991.625 0
 5.539e+06 991.624 0,  -5.539e+06 -991.624 0
 5.54e+06 991.622 0,  -5.54e+06 -991.622 0
 5.541e+06 991.62 0,  -5.541e+06 -991.62 0
 5.542e+06 991.619 0,  -5.542e+06 -991.619 0
 5.543e+06 991.617 0,  -5.543e+06 -991.617 0
 5.544e+06 991.616 0,  -5.544e+06 -991.616 0
 5.545e+06 991.614 0,  -5.545e+06 -991.614 0
 5.546e+06 991.613 0,  -5.546e+06 -991.613 0
 5.547e+06 991.611 0,  -5.547e+06 -991.611 0
 5.548e+06 991.61 0,  -5.548e+06 -991.61 0
 5.549e+06 991.608 0,  -5.549e+06 -991.608 0
 5.55e+06 991.607 0,  -5.55e+06 -991.607 0
 5.551e+06 991.605 0,  -5.551e+06 -991.605 0
 5.552e+06 991.604 0,  -5.552e+06 -991.604 0
 5.553e+06 991.602 0,  -5.553e+06 -991.602 0
 5.554e+06 991.601 0,  -5.554e+06 -991.601 0
 5.555e+06 991.599 0,  -5.555e+06 -991.599 0
 5.556e+06 991.598 0,  -5.556e+06 -991.598 0
 5.557e+06 991.596 0,  -5.557e+06 -991.596 0
 5.558e+06 991.595 0,  -5.558e+06 -991.595 0
 5.559e+06 991.593 0,  -5.559e+06 -991.593 0
 5.56e+06 991.592 0,  -5.56e+06 -991.592 0
 5.561e+06 991.59 0,  -5.561e+06 -991.59 0
 5.562e+06 991.589 0,  -5.562e+06 -991.589 0
 5.56299e+06 991.587 0,  -5.56299e+06 -991.587 0
 5.56399e+06 991.586 0,  -5.56399e+06 -991.586 0
 5.56499e+06 991.584 0,  -5.56499e+06 -991.584 0
